Description,Chamber,Created date,Energy Policy Index,URL
Relating to the designation of transmission operators by certain municipally owned electric utilities.,House,2023-01-11,21.3333,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01264I.HTM
Relating to the designation of transmission operators by certain municipally owned electric utilities.,Senate,2023-02-08,21.3333,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00771I.HTM
Relating to the inclusion of the Texas Department of Transportation on the Texas Electricity Supply Chain Security and Mapping Committee.,House,2023-02-09,21.0732,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02033I.HTM
Relating to the identification of and prohibited cooperation by state and local entities with certain federal acts that violate the United States Constitution.,House,2022-11-16,20.6637,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00262I.HTM
"Relating to the regulation of air conditioning and refrigeration contracting, including eligibility for an air conditioning and refrigeration technician registration or certification.",House,2023-02-03,20.5874,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01859I.HTM
"Relating to the construction, maintenance, rehabilitation, and removal of dams by the Lower Brushy Creek Water Control and Improvement District.",House,2023-02-09,20.5714,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02109I.HTM
Relating to the enforcement of certain federal laws regulating gas stove usage within the State of Texas.,House,2023-01-19,20.093,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01414I.HTM
Relating to the creation of the Climate Change Impact Assessment Council.,House,2022-12-01,19.5918,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00846I.HTM
Relating to the regulation of bulk-power system equipment by the Public Utility Commission of Texas.,Senate,2023-02-17,18.7669,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB01030I.HTM
Authorizing the burial of Patrick John Nugent in the State Cemetery.,Senate,2023-01-13,18.5507,http://capitol.texas.gov/tlodocs/88R/billtext/html/SC00007I.HTM
Authorizing the burial of Patrick John Nugent in the State Cemetery.,House,2022-11-16,18.5507,http://capitol.texas.gov/tlodocs/88R/billtext/html/HC00006I.HTM
Expressing support for the Texas attorney general to bring an action against a federal agency to assert any claim the attorney general determines is justiciable to prevent the agency from violating federal law.,House,2023-02-14,18.2278,http://capitol.texas.gov/tlodocs/88R/billtext/html/HC00048I.HTM
Relating to inspections and examinations by the Railroad Commission of Texas of certain sites and facilities conducted using unmanned aircraft.,House,2023-01-13,18.1417,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01302I.HTM
Relating to the administration of certain functions relating to state employee leave.,House,2023-02-17,18.1132,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02469I.HTM
Relating to certificates of title for certain outboard motors.,House,2022-11-16,17.8605,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00554I.HTM
Relating to certificates of title for certain outboard motors.,Senate,2022-12-09,17.8605,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00276I.HTM
"Relating to the stopping, standing, or parking of a vehicle in a parking space designated as an electric vehicle charging station.",House,2023-02-10,17.6327,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02144I.HTM
Relating to prohibiting the purchase of certain food and drink items under the supplemental nutrition assistance program.,Senate,2023-01-04,17.5936,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00346I.HTM
Relating to the establishment by the Railroad Commission of Texas of a policy to eliminate the routine flaring of natural gas from wells or other facilities regulated by the commission.,House,2023-01-19,17.0127,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01459I.HTM
Relating to certain eligibility requirements for grants under the Texas natural gas vehicle grant program.,House,2023-02-14,16.9014,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02222I.HTM
Relating to certain eligibility requirements for grants under the Texas natural gas vehicle grant program.,Senate,2023-02-24,16.9014,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB01190I.HTM
"Recognizing April 18, 2023, as Navarro County Day.",Senate,2023-01-25,16.8081,http://capitol.texas.gov/tlodocs/88R/billtext/html/SR00083F.HTM
Proposing a constitutional amendment to restrict the power of the legislature to mandate requirements on a municipality or county.,House,2023-02-23,16.8,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00123I.HTM
Relating to a landlord's duty to provide and maintain a functioning air conditioning system or unit in an apartment.,House,2023-02-22,16.6957,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02592I.HTM
Relating to liens on aircraft for certain charges.,Senate,2023-02-14,16.2712,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00897I.HTM
Relating to liens on aircraft for certain charges.,House,2023-02-14,16.2712,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02295I.HTM
Honoring Florence Marie Hall on her posthumous induction into the Petroleum Hall of Fame.,House,2023-01-05,16.254,http://capitol.texas.gov/tlodocs/88R/billtext/html/HC00016I.HTM
Relating to phasing out the tax reduction for certain high-cost gas.,Senate,2023-02-03,16.254,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00678I.HTM
"Relating to wrong, fictitious, altered, or obscured license plates; increasing a criminal penalty.",House,2023-02-14,16.0669,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02195I.HTM
Relating to the form of a medical power of attorney.,House,2023-02-22,16.0202,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02589I.HTM
Congratulating the Oil Belt Little League All-Stars baseball team on winning the U.S. Championship at the 2022 Junior League Baseball World Series.,House,2023-02-07,16.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HR00182I.HTM
"Proposing a constitutional amendment regarding the powers of the governor, the legislature, and the supreme court following certain disaster or emergency declarations.",Senate,2023-02-23,15.9422,http://capitol.texas.gov/tlodocs/88R/billtext/html/SJ00058I.HTM
"Proposing a constitutional amendment regarding the powers of the governor, the legislature, and the supreme court following certain disaster or emergency declarations.",House,2023-02-23,15.9422,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00121I.HTM
Relating to the creation and uses of the critical infrastructure resiliency fund and the eligibility of certain water-related projects for state financial assistance.,House,2022-12-10,15.8072,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00973I.HTM
Relating to a study by the Public Utility Commission of Texas on the interconnection of electric transmission service facilities with the United Mexican States.,House,2022-11-18,15.7808,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00763I.HTM
Relating to creating a criminal offense for damaging certain critical infrastructure facilities and providing for the prosecution of that conduct as manslaughter in certain circumstances; increasing a criminal penalty.,Senate,2023-02-16,15.2195,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00947I.HTM
Relating to the award of attorney's fees in certain suits involving a groundwater conservation district.,House,2023-02-09,14.7692,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02119I.HTM
Relating to increasing the criminal punishment for assault committed against a sports participant.,Senate,2023-01-14,14.7692,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00463I.HTM
"Recognizing February 7, 2023, as Laredo Day at the State Capitol.",House,2023-02-03,14.4225,http://capitol.texas.gov/tlodocs/88R/billtext/html/HR00141I.HTM
Relating to the inclusion of affordable housing as a qualifying project for public-private partnerships.,House,2023-01-06,14.3284,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01187I.HTM
Relating to creating a criminal offense for interfering with a motor fuel metering device or motor fuel unattended payment terminal and the prosecution of organized criminal activity involving that conduct.,House,2023-02-09,14.3204,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02086I.HTM
Commemorating the 150th anniversary of Gregg County.,House,2023-02-16,13.8795,http://capitol.texas.gov/tlodocs/88R/billtext/html/HR00251I.HTM
Recognizing the City of Baytown on the occasion of its 75th anniversary.,Senate,2023-02-14,13.8039,http://capitol.texas.gov/tlodocs/88R/billtext/html/SR00167F.HTM
Relating to the enforcement of commercial motor vehicle safety standards in certain counties.,House,2023-02-07,13.7143,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01967I.HTM
"Recognizing February 8, 2023, as Laredo Day at the State Capitol.",House,2023-02-06,13.5929,http://capitol.texas.gov/tlodocs/88R/billtext/html/HR00153F.HTM
Relating to the enforcement of commercial motor vehicle safety standards in certain counties.,Senate,2022-12-20,13.5929,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00323I.HTM
Relating to the use of unmanned aircraft by the Texas military forces.,House,2023-01-23,13.533,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01516I.HTM
Relating to the use of unmanned aircraft by the Texas military forces.,Senate,2023-01-13,13.533,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00423I.HTM
Relating to the workers' compensation group self-insurance guaranty fund.,House,2023-02-17,13.5075,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02461I.HTM
Proposing a constitutional amendment guaranteeing the right of every person to keep and bear arms.,House,2023-01-18,13.4737,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00078I.HTM
Relating to increasing the criminal penalty for election fraud.,House,2023-02-11,13.2414,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02192I.HTM
Relating to the reimbursement of residents of public housing authorities for certain losses resulting from a disaster.,House,2022-12-27,13.2414,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01110I.HTM
Relating to increasing the criminal penalty for election fraud.,House,2023-02-14,13.2414,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02299I.HTM
Relating to defense of certain actions brought against election judges and clerks.,House,2022-11-16,13.2414,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00705I.HTM
Relating to the preservation of Fairfield Lake State Park; granting the power of eminent domain.,House,2023-02-15,13.0909,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02332I.HTM
"Recognizing January 26, 2023, as Howard County Day at the State Capitol.",House,2023-01-21,13.0909,http://capitol.texas.gov/tlodocs/88R/billtext/html/HR00062F.HTM
Relating to increasing the criminal penalty for the offense of criminal mischief involving the damage or destruction of a public monument or a place of worship.,House,2022-11-16,12.973,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00650I.HTM
"Recognizing January 26, 2023, as Howard County Day.",Senate,2023-01-25,12.9438,http://capitol.texas.gov/tlodocs/88R/billtext/html/SR00096F.HTM
"Recognizing February 21, 2023, as Panhandle Day.",Senate,2023-02-17,12.8955,http://capitol.texas.gov/tlodocs/88R/billtext/html/SR00184F.HTM
Honoring Lori Blong on her election as mayor of Midland.,House,2023-01-13,12.8715,http://capitol.texas.gov/tlodocs/88R/billtext/html/HC00023I.HTM
"Relating to the consumption, possession, and sale of alcoholic beverages at certain performing arts facilities owned by certain school districts.",House,2023-02-03,12.8,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01825I.HTM
Relating to the authority of the TexAmericas Center to provide services to and make investments in certain business enterprises and to create certain business organizations for purposes of the center.,Senate,2023-02-24,12.7108,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB01187I.HTM
Relating to the authority of the TexAmericas Center to provide services to and make investments in certain business enterprises and to create certain business organizations for purposes of the center.,House,2023-02-22,12.7108,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02558I.HTM
Relating to requiring public schools to use the wet bulb globe temperature to determine whether conditions are unsatisfactory for student outdoor activities due to severe heat.,House,2022-11-16,12.6942,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00395I.HTM
Relating to the sale of charitable raffle tickets by certain nonprofit wildlife conservation associations.,House,2023-02-10,12.6792,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02138I.HTM
Relating to the creation of the Texas School Patrol.,Senate,2023-02-08,12.6131,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00737I.HTM
"Recognizing February 6-8, 2023, as Midland-Odessa Days at the State Capitol.",Senate,2023-02-08,12.5427,http://capitol.texas.gov/tlodocs/88R/billtext/html/SR00145F.HTM
